"ID","Symbol","Security","Wikipedia_URL","Intro"
"337","NEE","NextEra Energy","https://en.wikipedia.org/wiki/NextEra_Energy","NextEra Energy, Inc. is an American energy company. It is the world's largest electric utility holding company by market capitalization, with a valuation of over $170 billion as of Oct 2024. NextEra Energy had revenues of $24.8 billion and 16,700 employees throughout the US and Canada in 2024. It has a current generating capacity of 73 gigawatts. Its subsidiaries include Florida Power & Light (FPL), NextEra Energy Resources (NEER), XPLR Energy Partners, and NextEra Energy Services."
"338","NKE","Nike, Inc.","https://en.wikipedia.org/wiki/Nike,_Inc.","Nike, Inc. is an American athletic footwear and apparel corporation headquartered near Beaverton, Oregon. It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment, with revenue in excess of US$46 billion in its fiscal year 2022."
"339","NI","NiSource","https://en.wikipedia.org/wiki/NiSource","NiSource Inc. is one of the largest fully regulated utility companies in the United States, serving approximately 3.5 million natural gas customers and 500,000 electric customers across six states through its local Columbia Gas and NIPSCO brands. The company, based in Merrillville, Indiana, has more than 8,000 employees. As of 2018, NiSource is the sole Indiana-based utility company."
"340","NDSN","Nordson Corporation","https://en.wikipedia.org/wiki/Nordson_Corporation","Nordson Corporation is an American multinational corporation that designs and manufactures dispensing equipment for consumer and industrial adhesives, sealants and coatings. The company also manufactures equipment used in the testing and inspection of electronic components, technology-based systems 
for curing and surface treatment processes as well as medical devices and component technologies. The company is headquartered in Westlake, Ohio, and has direct operations and sales-support offices in approximately 30 countries."
"341","NSC","Norfolk Southern","https://en.wikipedia.org/wiki/Norfolk_Southern_Railway","The Norfolk Southern Railway is a Class I freight railroad operating in the Eastern United States. Headquartered in Atlanta, the company was formed in 1982 with the merger of the Norfolk and Western Railway and Southern Railway. The company operates 19,420 route miles (31,250 km) in 22 eastern states and the District of Columbia, and has rights in Canada over the Albany to Montreal route of the Canadian Pacific Kansas City. Norfolk Southern Railway is the leading subsidiary of the Norfolk Southern Corporation."
"342","NTRS","Northern Trust","https://en.wikipedia.org/wiki/Northern_Trust","Northern Trust Corporation is an American financial services company headquartered in Chicago, Illinois, that caters to corporations, institutional investors, and ultra high net worth individuals. Northern Trust is one of the largest banking institutions in the United States and one of the oldest banks in continuous operation. As of June 30, 2022, it had $1.7 trillion in assets under management and $17 trillion in assets under custody. Northern Trust Corporation is incorporated in Delaware."
"343","NOC","Northrop Grumman","https://en.wikipedia.org/wiki/Northrop_Grumman","Northrop Grumman Corporation, headquartered in West Falls Church, Virginia, is an American aerospace and defense company that designs and manufactures systems for aeronautics, defense, missions, and space. The company is the 5th largest contractor of the U.S. federal government; it receives over 2% of total spending by the federal government of the United States on contractors."
"344","NCLH","Norwegian Cruise Line Holdings","https://en.wikipedia.org/wiki/Norwegian_Cruise_Line_Holdings","Norwegian Cruise Line Holdings (NCLH) is a holding company that is based in the United States and domiciled in Bermuda. It operates three cruise lines as wholly owned subsidiaries: Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises. With its subsidiaries combined, it is the third-largest cruise operator in the world. It is a publicly traded company listed on the New York Stock Exchange."
"345","NRG","NRG Energy","https://en.wikipedia.org/wiki/NRG_Energy","NRG Energy, Inc. is an American energy company, headquartered in Houston, Texas. It was formerly the wholesale arm of Northern States Power Company (NSP), which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity. Their portfolio includes natural gas generation, coal generation, oil generation, nuclear generation, wind generation, utility-scale generation, and distributed solar generation. NRG serves over 7 million retail customers in 24 US states including Texas, Connecticut, Delaware, Illinois, Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Ohio; the District of Columbia, and eight provinces in Canada."
"346","NUE","Nucor","https://en.wikipedia.org/wiki/Nucor","Nucor Corporation is an American company based in Charlotte, North Carolina, that produces steel and related products. It is the largest steel producer in the United States and the largest recycler of scrap in North America. Nucor is the 16th-largest steel producer in the world. Along with Commercial Metals Company, it is one of two primary suppliers of rebar used to reinforce concrete in buildings, bridges, roads, and infrastructure in the U.S."
"347","NVDA","Nvidia","https://en.wikipedia.org/wiki/Nvidia","Nvidia Corporation is an American technology company headquartered in Santa Clara, California. Founded in 1993 by Jensen Huang, Chris Malachowsky, and Curtis Priem, it develops graphics processing units (GPUs), systems on chips (SoCs), and application programming interfaces (APIs) for data science, high-performance computing, and mobile and automotive applications. Nvidia is considered part of the Big Tech group, alongside Microsoft, Apple, Alphabet, Amazon, and Meta."
"348","NVR","NVR, Inc.","https://en.wikipedia.org/wiki/NVR,_Inc.","NVR, Inc. is an American company engaged in home construction headquartered in Reston, Virginia. It also operates a mortgage banking and title services business. The company primarily operates on the East Coast of the United States, but its operations encompass 14 states as well as Washington, D.C. In 2021, 22% of the company's revenue was from the Washington metropolitan area."
"349","NXPI","NXP Semiconductors","https://en.wikipedia.org/wiki/NXP_Semiconductors","NXP Semiconductors N.V. is a Dutch semiconductor manufacturing and design company with headquarters in Eindhoven, Netherlands. It is the third largest European semiconductor company by market capitalization as of 2024. The company employs approximately 34,000 people in more than 30 countries and it reported revenues of $13.3 billion in 2023. The company's origins date back to the 1950s as part of Philips and it became one of the world's largest semiconductor companies by the end of the 20th century. Philips spun off the company in 2006 and it has since operated independently."
"350","ORLY","O’Reilly Automotive","https://en.wikipedia.org/wiki/O%27Reilly_Auto_Parts","O'Reilly Automotive, Inc., doing business as O'Reilly Auto Parts, is an American automotive part retailer that provides automotive parts, tools, supplies, equipment, and accessories to professional service providers and do-it-yourself customers. Founded in 1957 by the O’Reilly family, O'Reilly Auto Parts operates more than 6,400 stores in 48 states, Puerto Rico, Mexico, and Canada."
